INTERACTOR_A	INTERACTOR_B
dm1649	dm3078
dm7417	dm9843
dm10559	dm1970
dm6674	dm6897
dm2334	dm8157
dm2228	dm7908
dm3434	dm9168
dm10897	dm6604
dm1471	dm8277
dm7826	dm9640
dm10780	dm7650
dm6404	dm9548
dm9407	dm979
dm3089	dm6209
dm3649	dm7625
dm4008	dm4008
dm6908	dm6956
dm13263	dm444
dm10708	dm923
dm11289	dm8080
dm2809	dm4081
dm2082	dm7721
dm2792	dm590
dm11909	dm4146
dm13219	dm146
dm11042	dm11583
dm10596	dm6551
dm4104	dm8346
dm4319	dm4835
dm11212	dm2868
dm10550	dm241
dm3869	dm6378
dm6086	dm8448
dm3560	dm8100
dm2582	dm7599
dm7406	dm9755
dm3857	dm6770
dm2244	dm7412
dm1889	dm2280
dm116	dm816
dm5721	dm7808
dm1578	dm6024
dm2233	dm9202
dm11605	dm4060
dm7682	dm8451
dm4469	dm7648
dm13849	dm5070
dm3540	dm3867
dm10929	dm8186
dm11613	dm7002
dm2464	dm4766
dm11947	dm13745
dm2288	dm7871
dm2334	dm9274
dm3832	dm8646
dm1735	dm444
dm333	dm5280
dm2478	dm519
dm14089	dm7920
dm5830	dm7211
dm1099	dm8600
dm4802	dm611
dm12109	dm9309
dm11947	dm5466
dm2190	dm8983
dm12413	dm569
dm2799	dm778
dm10958	dm8226
dm11819	dm4614
dm12193	dm195
dm10141	dm3852
dm2193	dm8884
dm5318	dm9250
dm7113	dm927
dm11431	dm7702
dm10727	dm246
dm6724	dm7420
dm4713	dm5239
dm480	dm7850
dm7887	dm8271
dm13792	dm4379
dm11188	dm1441
dm11291	dm7499
dm4153	dm8730
dm11127	dm7233
dm12379	dm336
dm13193	dm4942
dm12247	dm7814
dm1814	dm546
dm7213	dm7648
dm9746	dm9746
dm13683	dm7734
dm10732	dm6293
dm11048	dm7721
dm12910	dm135
dm1255	dm8815
dm6513	dm6645
dm10444	dm2756
dm11730	dm3751
dm701	dm963
dm13037	dm1823
dm10596	dm1465
dm1232	dm2715
dm6666	dm7580
dm5703	dm590
dm3476	dm6578
dm3288	dm5978
dm3219	dm5453
dm2055	dm5741
dm9314	dm979
dm13270	dm5713
dm5616	dm7214
dm10431	dm5152
dm42	dm7337
dm7162	dm8431
dm13830	dm3995
dm6063	dm8037
dm7625	dm8448
dm10004	dm11774
dm10	dm6389
dm7914	dm9448
dm4130	dm7587
dm3439	dm736
dm3716	dm5383
dm11048	dm7693
dm12079	dm2159
dm1729	dm1889
dm4093	dm9251
dm11043	dm3971
dm7609	dm8661
dm5121	dm7230
dm10807	dm6146
dm6847	dm8061
dm10934	dm1982
dm7609	dm7882
dm11510	dm9549
dm7649	dm7683
dm5281	dm5705
dm10163	dm6192
dm11528	dm2681
dm5787	dm6259
dm2093	dm323
dm3907	dm5024
dm2222	dm4548
dm380	dm822
dm10997	dm1508
dm10727	dm5192
dm10517	dm6077
dm3896	dm7024
dm7489	dm8449
dm6466	dm8329
dm7952	dm8332
dm136	dm6405
dm11289	dm2398
dm11680	dm241
dm1894	dm2271
dm11070	dm1380
dm5024	dm6913
dm1988	dm5100
dm2172	dm7724
dm4234	dm6890
dm2813	dm6716
dm1846	dm7994
dm10291	dm12953
dm11311	dm7436
dm11749	dm816
dm5382	dm6717
dm12185	dm2068
dm10375	dm10952
dm3659	dm6375
dm10474	dm13263
dm7706	dm7973
dm10749	dm6175
dm3894	dm6529
dm12807	dm4580
dm3959	dm9181
dm11072	dm7826
dm262	dm380
dm2352	dm5520
dm5669	dm809
dm13405	dm1380
dm6770	dm8299
dm12379	dm3718
dm5688	dm9200
dm11947	dm5259
dm11262	dm8815
dm4824	dm9234
dm12722	dm747
dm11310	dm11601
dm2623	dm446
dm165	dm6209
dm13334	dm4766
dm2103	dm5953
dm11342	dm123
dm11409	dm7610
dm1086	dm3616
dm13051	dm4243
dm11991	dm4824
dm2030	dm7455
dm13579	dm2035
dm3409	dm9253
dm4568	dm4836
dm11311	dm2295
dm11238	dm2436
dm13787	dm7974
dm11437	dm1157
dm1013	dm8299
dm2996	dm6430
dm3900	dm7281
dm6236	dm8650
dm1613	dm4120
dm1713	dm6389
dm11486	dm7917
dm10801	dm4153
dm5455	dm8081
dm10314	dm5604
dm4137	dm6487
dm10750	dm13116
dm10143	dm11485
dm4055	dm4266
dm12517	dm8510
dm6666	dm8747
dm2093	dm9843
dm1282	dm3308
dm4101	dm6867
dm6626	dm7834
dm13601	dm4759
dm10550	dm179
dm11211	dm12325
dm1013	dm6024
dm4220	dm5740
dm3753	dm8186
dm13240	dm4901
dm2684	dm8735
dm132	dm6446
dm11927	dm4766
dm10190	dm12078
dm14045	dm8166
dm3659	dm8158
dm2320	dm8317
dm11995	dm7974
dm11014	dm2255
dm2782	dm9471
dm6867	dm7336
dm12856	dm5791
dm13580	dm4737
dm3662	dm9202
dm11631	dm7625
dm3410	dm9791
dm2493	dm4700
dm2412	dm6665
dm12973	dm6623
dm500	dm8818
dm12297	dm5085
dm11289	dm4054
dm10291	dm11819
dm10810	dm2793
dm2648	dm7231
dm1577	dm9308
dm3699	dm7089
dm2987	dm9144
dm12413	dm1365
dm3581	dm4836
dm4429	dm8346
dm3078	dm9981
dm5516	dm5978
dm10919	dm5707
dm11041	dm2265
dm1537	dm4182
dm11969	dm330
dm3808	dm3867
dm5403	dm7023
dm1051	dm1982
dm2228	dm5221
dm13985	dm1526
dm555	dm9080
dm2753	dm4557
dm251	dm6486
dm126	dm6063
dm10086	dm5707
dm2998	dm4232
dm3290	dm6226
dm11528	dm6532
dm11583	dm1625
dm3766	dm6401
dm10898	dm1936
dm12045	dm1468
dm10431	dm11510
dm12390	dm8950
dm11260	dm6909
dm12210	dm4579
dm12211	dm8186
dm13254	dm5224
dm11323	dm11428
dm3876	dm9535
dm7562	dm8667
dm10082	dm6827
dm13769	dm2251
dm868	dm9644
dm5450	dm5713
dm13817	dm5292
dm3897	dm5741
dm12947	dm7731
dm10238	dm2464
dm10142	dm1848
dm10910	dm2945
dm11819	dm8589
dm6086	dm6088
dm10832	dm5999
dm12532	dm4102
dm13011	dm7295
dm2870	dm7722
dm3626	dm5851
dm2233	dm590
dm4234	dm5809
dm2822	dm2987
dm10533	dm4802
dm11936	dm2639
dm11358	dm6210
dm10637	dm5210
dm2398	dm3617
dm6888	dm8695
dm2163	dm9019
dm1382	dm3195
dm13046	dm6671
dm4593	dm866
dm5860	dm9668
dm10323	dm13263
dm7831	dm9640
dm2695	dm7537
dm10145	dm4173
dm114	dm132
dm5713	dm6665
dm6264	dm9125
dm10030	dm917
dm12843	dm7929
dm3950	dm9603
dm606	dm7104
dm5787	dm6699
dm1354	dm7952
dm11173	dm4566
dm3953	dm6788
dm2828	dm4441
dm4567	dm6826
dm12849	dm3982
dm10086	dm3857
dm5192	dm5707
dm10327	dm8766
dm2443	dm9146
dm11607	dm11955
dm11430	dm2277
dm6802	dm9593
dm2799	dm7556
dm10168	dm572
dm10342	dm10375
dm3469	dm7449
dm10055	dm4220
dm7149	dm8667
dm3492	dm4627
dm1982	dm2880
dm539	dm8158
dm10355	dm7618
dm13967	dm2713
dm1380	dm505
dm11339	dm2761
dm11238	dm3912
dm2405	dm9181
dm8402	dm9200
dm4044	dm9233
dm5757	dm9086
dm10785	dm12489
dm5595	dm5740
dm1889	dm4565
dm5720	dm8839
dm6802	dm8754
dm8667	dm9061
dm12953	dm5407
dm1965	dm4060
dm13194	dm9659
dm1326	dm4990
dm6647	dm9269
dm1102	dm7599
dm4531	dm9314
dm3078	dm5345
dm2566	dm5604
dm3363	dm7003
dm9250	dm9758
dm11100	dm9170
dm8447	dm9144
dm11412	dm1556
dm13475	dm7743
dm10444	dm2869
dm11533	dm8770
dm10908	dm4648
dm2868	dm2996
dm382	dm417
dm6025	dm7666
dm6250	dm9057
dm2606	dm3018
dm4197	dm546
dm2641	dm4380
dm168	dm6025
dm6803	dm7723
dm10958	dm2266
dm2382	dm9922
dm10856	dm6146
dm6074	dm9352
dm2638	dm9313
dm4534	dm8171
dm13770	dm7548
dm4995	dm8275
dm13898	dm3844
dm13006	dm8023
dm1335	dm4633
dm11311	dm7693
dm13297	dm13661
dm4972	dm8510
dm13405	dm3232
dm4920	dm9108
dm6532	dm9421
dm2003	dm2772
dm5278	dm6100
dm8088	dm8088
dm5224	dm5745
dm5084	dm9308
dm1282	dm6870
dm11051	dm5070
dm6529	dm6667
dm12948	dm9708
dm4802	dm9203
dm4972	dm6296
dm179	dm4635
dm12248	dm872
dm5293	dm9251
dm3876	dm590
dm6102	dm9680
dm10614	dm6416
dm10650	dm6212
dm5894	dm6951
dm10680	dm8079
dm454	dm7741
dm1269	dm7052
dm5743	dm6830
dm778	dm8691
dm852	dm877
dm13684	dm7833
dm13175	dm6060
dm2380	dm3876
dm5103	dm6117
dm5509	dm906
dm13451	dm2822
dm3339	dm9788
dm1526	dm3867
dm4489	dm9659
dm12267	dm5172
dm489	dm7974
dm17	dm878
dm7283	dm9057
dm500	dm9449
dm9123	dm9594
dm10431	dm6484
dm8448	dm9948
dm417	dm9759
dm1204	dm4565
dm4957	dm6827
dm4459	dm4766
dm7186	dm8311
dm3104	dm3505
dm2043	dm923
dm1262	dm2202
dm5418	dm8319
dm12632	dm6503
dm6943	dm7078
dm6405	dm7581
dm11564	dm7437
dm10517	dm11869
dm10451	dm2043
dm10183	dm1301
dm2280	dm5121
dm7648	dm9659
dm6341	dm6715
dm1218	dm2403
dm13419	dm1607
dm13433	dm865
dm3920	dm6086
dm10533	dm3900
dm13856	dm2158
dm10801	dm4824
dm2190	dm6809
dm1365	dm7581
dm3204	dm7724
dm11687	dm7240
dm2787	dm3930
dm5606	dm5606
dm6101	dm8277
dm11411	dm1214
dm13685	dm3000
dm12221	dm7024
dm3295	dm7829
dm5221	dm5296
dm6481	dm7252
dm10112	dm834
dm8117	dm8750
dm2767	dm7060
dm3692	dm7913
dm2255	dm7883
dm13745	dm6389
dm7773	dm9596
dm4010	dm9761
dm5101	dm7681
dm11011	dm8892
dm10358	dm2125
dm11012	dm12353
dm12769	dm3409
dm715	dm9594
dm10976	dm1278
dm4252	dm4252
dm11076	dm559
dm13985	dm3180
dm7806	dm8037
dm10637	dm11947
dm380	dm4232
dm152	dm3279
dm11074	dm1506
dm11046	dm7513
dm4466	dm5070
dm11240	dm2071
dm7741	dm9811
dm2737	dm3894
dm13268	dm13634
dm8786	dm9577
dm10654	dm6626
dm4926	dm8185
dm11100	dm12955
dm11927	dm4358
dm2809	dm7143
dm2518	dm7023
dm12401	dm2444
dm10727	dm12953
dm11807	dm8893
dm6430	dm7685
dm3502	dm3659
dm3785	dm9640
dm2464	dm9103
dm11537	dm11537
dm2361	dm3363
dm5917	dm809
dm7011	dm7420
dm1853	dm9646
dm8186	dm9083
dm7228	dm7611
dm2951	dm6532
dm4358	dm8280
dm14045	dm9081
dm8884	dm9551
dm8311	dm9276
dm2837	dm321
dm1489	dm6448
dm2428	dm8699
dm11947	dm12905
dm10708	dm10708
dm6870	dm9
dm4146	dm6446
dm5411	dm5604
dm10260	dm13015
dm3946	dm4482
dm13684	dm2861
dm3692	dm7907
dm106	dm676
dm11014	dm1296
dm6888	dm9280
dm6667	dm9755
dm2494	dm321
dm11585	dm6231
dm2265	dm7742
dm742	dm7883
dm5617	dm809
dm12435	dm7812
dm10979	dm6870
dm13536	dm957
dm4766	dm8894
dm6668	dm7609
dm2125	dm4181
dm3969	dm70
dm12382	dm4974
dm484	dm8730
dm13771	dm5354
dm2464	dm6063
dm11074	dm6626
dm13085	dm4331
dm3363	dm9583
dm10437	dm8646
dm4102	dm6178
dm7929	dm9887
dm2093	dm6931
dm164	dm9370
dm3857	dm7640
dm1099	dm8280
dm10141	dm2828
dm3808	dm4093
dm12381	dm906
dm11543	dm380
dm7340	dm9684
dm1155	dm5403
dm1858	dm715
dm10355	dm2527
dm439	dm595
dm1159	dm321
dm3669	dm5100
dm12828	dm3887
dm11043	dm4615
dm2236	dm3791
dm1868	dm4957
dm10801	dm5506
dm12611	dm2868
dm3075	dm8277
dm3751	dm6671
dm3363	dm6224
dm10422	dm11947
dm11290	dm5721
dm3816	dm6376
dm10958	dm8236
dm11969	dm6825
dm12275	dm5529
dm13758	dm3279
dm12857	dm7536
dm4131	dm6667
dm6933	dm9755
dm5883	dm7143
dm1155	dm3376
dm12897	dm6958
dm4507	dm5355
dm11381	dm2790
dm11484	dm2775
dm662	dm715
dm1099	dm8157
dm2111	dm7949
dm13937	dm467
dm6009	dm7110
dm10637	dm7934
dm6452	dm9693
dm6500	dm7742
dm3492	dm9755
dm8769	dm9314
dm4497	dm9448
dm5294	dm7398
dm4944	dm6808
dm12109	dm5449
dm10533	dm2935
dm2937	dm43
dm7359	dm7563
dm10256	dm6950
dm5786	dm8549
dm5741	dm7609
dm10596	dm4189
dm6531	dm6691
dm1217	dm4700
dm13742	dm6690
dm13580	dm5605
dm557	dm7002
dm2214	dm8272
dm1365	dm152
dm5281	dm6674
dm10783	dm722
dm11238	dm12558
dm2243	dm6886
dm4431	dm8522
dm2787	dm3012
dm12902	dm4081
dm12829	dm1380
dm11148	dm6347
dm12806	dm2704
dm13871	dm827
dm4153	dm8471
dm1812	dm3602
dm12515	dm3528
dm8767	dm9981
dm12030	dm2135
dm1646	dm6930
dm2093	dm5994
dm340	dm8891
dm14093	dm3409
dm6928	dm9641
dm2558	dm8525
dm5239	dm7438
dm13337	dm8402
dm11338	dm11636
dm10517	dm1269
dm11077	dm5707
dm5788	dm8548
dm603	dm7064
dm4224	dm6086
dm4708	dm4855
dm7054	dm8486
dm10319	dm13420
dm10193	dm2093
dm2713	dm3061
dm1982	dm4836
dm2175	dm5432
dm106	dm7746
dm6612	dm8157
dm12217	dm4087
dm1527	dm2416
dm12296	dm6295
dm11032	dm3702
dm8371	dm9449
dm11293	dm3751
dm3819	dm480
dm2713	dm3957
dm12115	dm7609
dm7791	dm984
dm6163	dm9583
dm11947	dm9448
dm12248	dm361
dm2073	dm3120
dm446	dm715
dm11280	dm5693
dm13149	dm1948
dm13648	dm4761
dm11320	dm3602
dm11415	dm11431
dm1951	dm2937
dm11289	dm7272
dm2665	dm4360
dm4232	dm7493
dm13018	dm8869
dm10498	dm10952
dm7185	dm9165
dm11510	dm7949
dm10216	dm12025
dm12585	dm1567
dm13037	dm8815
dm3969	dm4043
dm13849	dm4705
dm8275	dm8275
dm1277	dm1341
dm823	dm9661
dm13193	dm6690
dm11072	dm11211
dm4679	dm5927
dm8784	dm9659
dm1861	dm9394
dm13583	dm5757
dm1157	dm9066
dm2783	dm4294
dm1999	dm7949
dm11482	dm7618
dm11188	dm13142
dm12336	dm6375
dm8332	dm8865
dm13937	dm5529
dm13086	dm6669
dm11947	dm8114
dm10637	dm11915
dm1296	dm8747
dm12120	dm9220
dm11311	dm3663
dm2003	dm6045
dm10258	dm6448
dm10436	dm7811
dm4044	dm4852
dm3538	dm3772
dm12327	dm8886
dm4055	dm5100
dm10958	dm5937
dm7546	dm8983
dm13359	dm8417
dm2713	dm6323
dm12029	dm5713
dm7113	dm7932
dm10377	dm7023
dm3528	dm3616
dm3616	dm8866
dm13937	dm2309
dm12435	dm1989
dm1936	dm9080
dm3602	dm629
dm6398	dm744
dm1155	dm8280
dm6464	dm8884
dm118	dm5979
dm10444	dm260
dm11383	dm3616
dm10084	dm11807
dm10114	dm7681
dm11991	dm13787
dm12192	dm12217
dm5318	dm8186
dm10142	dm10268
dm10324	dm7466
dm10315	dm3752
dm7336	dm7882
dm4590	dm670
dm3695	dm6086
dm3969	dm8185
dm3162	dm498
dm13481	dm7982
dm6667	dm9890
dm10852	dm14011
dm11380	dm9937
dm10268	dm3969
dm10729	dm9659
dm152	dm8710
dm2839	dm3211
dm10476	dm6024
dm11032	dm11212
dm1580	dm7079
dm12166	dm8950
dm4815	dm8186
dm136	dm1894
dm2397	dm715
dm4766	dm5072
dm5403	dm6389
dm13239	dm2782
dm12634	dm2760
dm11360	dm5604
dm6028	dm6667
dm10207	dm13601
dm11234	dm13535
dm5331	dm6446
dm5041	dm5453
dm13962	dm621
dm3661	dm7468
dm2246	dm7440
dm11713	dm2950
dm11430	dm4008
dm12704	dm6784
dm6077	dm9206
dm146	dm6665
dm5894	dm6500
dm4710	dm5894
dm4380	dm5318
dm4332	dm4905
dm13921	dm6192
dm3222	dm3899
dm7729	dm7975
dm10613	dm6752
dm10402	dm8950
dm11891	dm1914
dm11527	dm11947
dm13198	dm9818
dm13320	dm9728
dm10727	dm9127
dm11080	dm12828
dm12975	dm5658
dm1988	dm3135
dm3946	dm8648
dm10315	dm3457
dm6687	dm966
dm2996	dm3616
dm5670	dm8448
dm1735	dm826
dm11807	dm3540
dm7023	dm9061
dm10232	dm5763
dm7025	dm9309
dm12560	dm8352
dm6321	dm7631
dm4220	dm4835
dm1105	dm126
dm12560	dm4016
dm10476	dm7812
dm3290	dm5377
dm3204	dm4721
dm11311	dm9044
dm1847	dm8886
dm11947	dm9925
dm3150	dm7182
dm2656	dm3211
dm3097	dm3616
dm3973	dm4867
dm10436	dm7921
dm1932	dm3291
dm11162	dm5070
dm13303	dm1825
dm4220	dm7693
dm8169	dm9599
dm13581	dm9497
dm13829	dm4332
dm11014	dm489
dm1246	dm8524
dm11032	dm728
dm7611	dm8989
dm9081	dm9548
dm11012	dm7424
dm10183	dm4359
dm5320	dm5331
dm2327	dm4232
dm7143	dm911
dm11947	dm9105
dm10444	dm252
dm10080	dm5957
dm11042	dm9181
dm13787	dm156
dm10109	dm12072
dm6192	dm6604
dm10812	dm8371
dm3549	dm5087
dm6612	dm860
dm13089	dm13116
dm11088	dm11411
dm6077	dm748
dm12137	dm996
dm13116	dm5086
dm3969	dm5766
dm11311	dm5669
dm2787	dm5772
dm10597	dm8687
dm6184	dm7002
dm2093	dm2716
dm12401	dm12532
dm1380	dm613
dm10004	dm7741
dm11339	dm333
dm1539	dm425
dm2088	dm8847
dm11214	dm2440
dm5489	dm5720
dm10291	dm72
dm10997	dm8816
dm2412	dm6983
dm6555	dm878
dm7012	dm7654
dm11238	dm11819
dm12999	dm8371
dm11527	dm262
dm11947	dm7614
dm6555	dm7054
dm10780	dm5191
dm2267	dm7874
dm10268	dm4358
dm4153	dm6983
dm9391	dm9391
dm13938	dm816
dm1647	dm504
dm11311	dm7318
dm13116	dm8786
dm11018	dm2539
dm2402	dm8402
dm11452	dm1335
dm555	dm7333
dm2055	dm3078
dm5410	dm5557
dm4844	dm6627
dm12884	dm636
dm10143	dm441
dm12193	dm8186
dm2767	dm3162
dm3317	dm5198
dm3620	dm3620
dm6452	dm7013
dm1260	dm1988
dm11311	dm2799
dm12114	dm1335
dm2653	dm396
dm4990	dm701
dm1326	dm8251
dm1295	dm9864
dm3087	dm8021
dm4946	dm5458
dm2196	dm3602
dm2012	dm6025
dm10550	dm12121
dm11728	dm9370
dm3522	dm834
dm2716	dm4836
dm6963	dm979
dm12073	dm4318
dm4593	dm8022
dm2233	dm6932
dm1181	dm2365
dm1577	dm669
dm11605	dm14080
dm3902	dm3902
dm590	dm6671
dm6983	dm748
dm12109	dm13579
dm8448	dm985
dm11837	dm9448
dm11073	dm6149
dm3351	dm382
dm3363	dm6666
dm5057	dm9202
dm1685	dm9568
dm2100	dm6830
dm7320	dm8589
dm10141	dm7883
dm13888	dm758
dm12113	dm4252
dm10441	dm1459
dm1718	dm2996
dm6912	dm8252
dm10268	dm11173
dm1378	dm6715
dm10030	dm8308
dm11311	dm12879
dm4008	dm6234
dm11054	dm5937
dm12119	dm9755
dm6541	dm6909
dm5176	dm9451
dm1814	dm2265
dm593	dm878
dm10375	dm852
dm11044	dm5519
dm10498	dm10498
dm12220	dm3636
dm13176	dm340
dm4766	dm5047
dm2255	dm7706
dm1077	dm603
dm7023	dm8741
dm10497	dm1123
dm13672	dm3224
dm11311	dm3273
dm4596	dm7918
dm2719	dm9741
dm12213	dm4737
dm12239	dm99
dm10355	dm4019
dm2068	dm7585
dm1185	dm9449
dm6086	dm9895
dm2107	dm7955
dm1934	dm246
dm7149	dm900
dm8884	dm9105
dm1842	dm9981
dm6429	dm6529
dm1729	dm3751
dm3894	dm9165
dm4467	dm9678
dm10613	dm4043
dm10748	dm4243
dm12728	dm3181
dm1133	dm8061
dm11378	dm8029
dm3751	dm5259
dm11589	dm12094
dm10592	dm9740
dm1734	dm3751
dm3113	dm8402
dm10327	dm13580
dm3538	dm7406
dm6532	dm9234
dm590	dm8021
dm2563	dm7974
dm13298	dm2787
dm11527	dm9236
dm246	dm948
dm2265	dm9583
dm1991	dm6653
dm13870	dm8272
dm11238	dm3702
dm12190	dm5703
dm11311	dm8212
dm12192	dm3162
dm2567	dm3363
dm12806	dm7610
dm5315	dm6989
dm1659	dm5995
dm8730	dm9731
dm11437	dm9278
dm5639	dm6195
dm12730	dm13274
dm3450	dm5221
dm2614	dm4209
dm12904	dm4578
dm2450	dm3515
dm1099	dm11311
dm3288	dm8186
dm5569	dm9448
dm4332	dm8349
dm1103	dm5937
dm3414	dm4332
dm1195	dm7883
dm11311	dm8866
dm1549	dm4010
dm13535	dm6667
dm2813	dm6645
dm2381	dm9338
dm13888	dm6192
dm2280	dm7320
dm10977	dm12710
dm3752	dm7039
dm8402	dm8967
dm10163	dm1378
dm1478	dm6175
dm5713	dm7237
dm3752	dm7539
dm12973	dm13495
dm2361	dm3772
dm11163	dm11750
dm13577	dm7653
dm3135	dm3288
dm11311	dm7974
dm11122	dm777
dm6146	dm9370
dm5763	dm7536
dm12109	dm7422
dm12353	dm8786
dm11076	dm11076
dm2243	dm2244
dm10183	dm8386
dm12267	dm1609
dm11291	dm6803
dm3363	dm8621
dm11032	dm2650
dm2217	dm6930
dm3000	dm7144
dm3279	dm498
dm11969	dm6467
dm3100	dm8402
dm4766	dm7441
dm5937	dm7587
dm12490	dm4531
dm1154	dm651
dm13557	dm8078
dm4998	dm8062
dm6950	dm9678
dm10055	dm4184
dm11840	dm8771
dm7685	dm9221
dm5319	dm8924
dm10420	dm12353
dm12881	dm701
dm11969	dm859
dm5839	dm9794
dm2838	dm6867
dm509	dm5299
dm195	dm6008
dm3450	dm8803
dm11262	dm8402
dm13584	dm4442
dm5024	dm6007
dm4380	dm7159
dm7336	dm9795
dm11310	dm11724
dm11583	dm373
dm12380	dm461
dm7295	dm9574
dm6557	dm9890
dm1099	dm9973
dm3104	dm4130
dm10320	dm5583
dm3180	dm7182
dm4666	dm4918
dm9049	dm9925
dm243	dm3637
dm12025	dm8741
dm7882	dm917
dm1820	dm9121
dm4087	dm9056
dm10399	dm10801
dm11663	dm4766
dm2944	dm3104
dm1465	dm3097
dm4531	dm7926
dm12535	dm3616
dm2980	dm5592
dm10829	dm2251
dm1567	dm4153
dm2381	dm2680
dm5671	dm8134
dm5965	dm964
dm3291	dm9801
dm11792	dm12404
dm4212	dm8038
dm4130	dm9372
dm8035	dm94
dm1532	dm5894
dm4579	dm7036
dm12585	dm1468
dm9082	dm9082
dm11667	dm5604
dm13148	dm3307
dm10402	dm9312
dm6752	dm7419
dm1013	dm5629
dm12127	dm4812
dm11311	dm9250
dm12117	dm1547
dm2763	dm6024
dm11289	dm7515
dm8667	dm956
dm10357	dm11311
dm12675	dm9685
dm5354	dm5862
dm3581	dm4170
dm2350	dm4534
dm2193	dm7004
dm1378	dm4310
dm6028	dm7525
dm5057	dm5531
dm12110	dm9311
dm6665	dm8026
dm11527	dm13240
dm11215	dm4766
dm2630	dm4700
dm10633	dm1479
dm2193	dm8226
dm7230	dm8402
dm12953	dm7804
dm11359	dm7144
dm1932	dm8939
dm7023	dm7320
dm5895	dm6607
dm4468	dm5315
dm3717	dm7004
dm12670	dm7807
dm3439	dm9429
dm10163	dm8920
dm6554	dm6606
dm1531	dm7685
dm11324	dm3751
dm2093	dm8906
dm4382	dm4957
dm1789	dm4836
dm8999	dm912
dm7079	dm9108
dm11290	dm2859
dm6401	dm8237
dm13039	dm4739
dm4419	dm4596
dm4232	dm7023
dm4727	dm4766
dm5981	dm8447
dm1253	dm13685
dm1547	dm3134
dm2361	dm7725
dm5895	dm6825
dm8134	dm8646
dm100	dm7974
dm10997	dm12091
dm3204	dm8662
dm13684	dm7629
dm4220	dm8485
dm168	dm3469
dm3692	dm4755
dm2266	dm3351
dm10355	dm6294
dm2813	dm9727
dm12141	dm12141
dm3374	dm5713
dm4200	dm6886
dm10029	dm5740
dm2984	dm3221
dm10591	dm13113
dm6665	dm8687
dm590	dm6399
dm5571	dm5720
dm1868	dm4510
dm6589	dm985
dm8731	dm9260
dm3895	dm3895
dm12353	dm4055
dm10830	dm409
dm1551	dm3000
dm1168	dm5413
dm11122	dm4909
dm2379	dm8949
dm4623	dm7649
dm1846	dm615
dm11345	dm8167
dm12988	dm5356
dm12052	dm9105
dm3455	dm878
dm2187	dm5627
dm12297	dm5120
dm5717	dm948
dm2799	dm8275
dm2806	dm4700
dm1607	dm3692
dm2531	dm9592
dm10268	dm11566
dm13267	dm7466
dm1414	dm5740
dm244	dm7952
dm1540	dm3107
dm10040	dm9789
dm1547	dm5895
dm12166	dm1718
dm2902	dm7702
dm4358	dm4566
dm11262	dm9083
dm3374	dm7229
dm2461	dm911
dm3350	dm834
dm10183	dm126
dm171	dm1988
dm11017	dm1102
dm12826	dm2069
dm2467	dm5473
dm7610	dm8226
dm3798	dm6592
dm2344	dm6532
dm7926	dm94
dm3443	dm715
dm3460	dm4583
dm6260	dm8714
dm4824	dm853
dm2100	dm9121
dm12388	dm12702
dm1680	dm7143
dm11238	dm7254
dm8715	dm8715
dm8667	dm8908
dm11032	dm8074
dm4838	dm7926
dm7143	dm7489
dm2361	dm701
dm11234	dm4093
dm4839	dm6665
dm11012	dm9517
dm11310	dm7063
dm11262	dm539
dm2203	dm9758
dm1269	dm4516
dm1165	dm3192
dm11974	dm4766
dm11011	dm2483
dm10271	dm2570
dm7536	dm9367
dm3108	dm3431
dm1537	dm4531
dm3211	dm6389
dm4087	dm4836
dm2303	dm9594
dm4093	dm5292
dm3585	dm4093
dm5927	dm9954
dm2212	dm6657
dm2813	dm6376
dm11238	dm2896
dm1824	dm823
dm10055	dm5058
dm5516	dm6061
dm12247	dm6909
dm1428	dm3204
dm2787	dm8843
dm3497	dm6331
dm11163	dm9421
dm11454	dm3459
dm12489	dm9866
dm3912	dm4170
dm11075	dm6671
dm10637	dm11834
dm14045	dm4565
dm6184	dm9947
dm3699	dm6529
dm7324	dm7599
dm13240	dm9755
dm3530	dm4531
dm2379	dm8811
dm8186	dm9790
dm37	dm8350
dm1900	dm2202
dm10190	dm4133
dm13870	dm2861
dm11240	dm7360
dm5763	dm5811
dm13263	dm7927
dm3540	dm7185
dm3290	dm6413
dm10268	dm1081
dm5805	dm6689
dm4064	dm4298
dm1165	dm500
dm3368	dm8920
dm2177	dm9235
dm11834	dm666
dm11430	dm9449
dm2397	dm3791
dm2985	dm526
dm4121	dm9743
dm10422	dm9128
dm2717	dm3291
dm10030	dm10532
dm6468	dm6593
dm92	dm9755
dm6716	dm8134
dm3532	dm5192
dm4566	dm9308
dm13270	dm5802
dm2738	dm7926
dm11042	dm8710
dm3616	dm7161
dm1853	dm2276
dm3987	dm6061
dm1027	dm860
dm2255	dm5070
dm13388	dm1567
dm6398	dm9755
dm12124	dm7690
dm4359	dm6244
dm13557	dm7524
dm1278	dm8646
dm7523	dm834
dm10272	dm12517
dm3816	dm8767
dm2480	dm6427
dm10163	dm4107
dm10321	dm14067
dm11603	dm6178
dm4318	dm7625
dm6191	dm661
dm10033	dm9181
dm12568	dm8430
dm1919	dm3357
dm4204	dm8402
dm2093	dm9704
dm10191	dm2240
dm4482	dm6024
dm10436	dm1465
dm3750	dm3750
dm1325	dm590
dm1380	dm1994
dm1256	dm6026
dm13685	dm7794
